participant	id	character_country	character_gendergroup	character_bio	character_quote	character_motive	character_motive_description	suitable	any_suitable	age	education	played_specific	played_franchise	played_fighting	played_any	play_frequency	watched_franchise	watched_fighting	lang_primary	lang_secondary	lang_tertiary	lang_extra	gender_description	normalized_gender	ethnicity_description	normalized_ethnicity	nationality_description	normalized_nationality	feedback	attire_ethnicity	attire_not_sexualized	attire_sexualized	attractive	chubby	costume	ethnic_stereotypes	exaggerated_body	gender_stereotypes	muscular	non_muscular	not_role_model	not_sexualized	obv_ethnicity	old	pos_ethnic_rep	pos_gender_rep	realistic_body	realistic_clothing	role_model	sexualized	skinny	ugly	young	similarity	ethnic_match	ethnic_familiarity
7	urien	Unknown	men	First introduced in Street Fighter III: Second Impact, Urien is the vice president of the Illuminati. Unlike his benevolent brother, this self-serving tyrant is only interested in furthering his own interests.	Don't worry. I'll end you quickly.	Dominance	He is a ruthless former disciple of the Illuminati.	yes	yes	25-34	masters	tk7	tk7	yes	yes	daily	often	often	Tamil	English	Hindi		Male	Male	Hindu	Hindu	Indian	Indian	IS GOOD SURVEY IS VERY EASY IS MY FAVOURITE GAME IN SURVEY	4	3	5	6	6	3	4	3	3	6	3	3	3	6	3	6	6	5	5	6	6	4	3	5	6	4	5
7	ken	United States of America	men	Heir to the Masters family fortune, Ken is a flamoyant fighter who learned the art of Ansatsuken from Gouken. He also grew up alongside Ryu, a man he considers both his best friend and ultimate rival.	Come on, let's turn up the heat.	Dominance	His goal is to test his power against many different fighters and strives to become stronger.	yes	yes	25-34	masters	tk7	tk7	yes	yes	daily	often	often	Tamil	English	Hindi		Male	Male	Hindu	Hindu	Indian	Indian	IS GOOD SURVEY IS VERY EASY IS MY FAVOURITE GAME IN SURVEY	5	3	5	6	7	3	3	3	3	6	4	4	4	3	4	5	6	5	6	6	6	4	3	6	6	4	6
7	ed	Unknown	men	Last seen in Balrog's ending in Super Street Fighter IV, Ed is a fleet-footed boxer who is infused with psycho power. His body ages faster than normal due to the modifications he received at the hands of S.I.N.	Well ain't you a high def picture of strength. I'm shakin' here.	For Duty	He is the protégé of Balrog, a potential substitute body for M. Bison.	yes	yes	25-34	masters	tk7	tk7	yes	yes	daily	often	often	Tamil	English	Hindi		Male	Male	Hindu	Hindu	Indian	Indian	IS GOOD SURVEY IS VERY EASY IS MY FAVOURITE GAME IN SURVEY	3	3	6	6	6	3	3	3	3	6	3	3	4	5	3	6	6	6	6	6	6	3	3	7	6	3	6
7	necalli	Unknown	men	As one of the four new characters introduced in Street Fighter V, much of Necalli’s past is shrouded in mystery. His fighting style is best described as animalistic, due to his feral slashes and stomps.	Devour-our-our…	Unclear	He is an ancient, mysterious entity searching for souls of powerful fighters to devour.	yes	yes	25-34	masters	tk7	tk7	yes	yes	daily	often	often	Tamil	English	Hindi		Male	Male	Hindu	Hindu	Indian	Indian	IS GOOD SURVEY IS VERY EASY IS MY FAVOURITE GAME IN SURVEY	3	3	6	6	6	4	4	4	4	6	4	3	3	6	3	5	6	6	6	6	6	3	3	6	6	4	6
7	josie	Philippines	women	Josie Rizal tried her best to support her family by balancing two jobs. One as a model, and one as a professional kickboxer. One day, while she was out running on her usual training course along the mountain roads, she was suddenly confronted by an enormous, hairy creature! Josie screamed, and then fled half in tears, but the creature remained hot on her heels. Realizing she had little chance of escape, Josie abruptly came to a halt, then turned trembling, to face her feral foe…	I got this!	For a Male	She reluctantly agrees to her parents expectations and train Kickboxing.	yes	yes	25-34	masters	tk7	tk7	yes	yes	daily	often	often	Tamil	English	Hindi		Male	Male	Hindu	Hindu	Indian	Indian	IS GOOD SURVEY IS VERY EASY IS MY FAVOURITE GAME IN SURVEY	5	6	4	5	3	4	5	3	4	6	3	4	3	5	3	4	5	6	6	5	6	6	3	5	5	4	5
252	leo	Germany	ambiguous	Leo entered the King of Iron Fist Tournament in the hope of uncovering more about his deceased mother, who had been a researcher for the Mishima Zaibatsu. When Leo learned that his battle arena was to be a Zaibatsu-owned dojo, he couldn't believe his luck. However, when he got there, the dojo was in ruin. The moonlight poured in through holes in the walls and roof, illuminating the floor with an eerie beauty. A short while later, a strange, floating silhouette appeared, and slowly glided toward Leo. The silhouette held a sword in its left hand that rotated at a mind-bending speed. What the hell was this thing? It looked like some kind of a flying squid or octopus! Was it a demon…? Then it finally dawned on Leo: This bizarre creature was his opponent. Cautiously, he prepared to fight.	Get ready!	For a Female	Leo seeks the truth about the murder of their mother.	yes	yes	25-34	masters	both	both	yes	yes	daily	often	often	Tamil	English	Hindi	no	Male	Male	Indian	Indian	India	Indian	this survey is very nice.	4	5	5	7	6	6	6	6	2	7	6	6	6	6	3	5	7	6	4	7	7	7	6	6	7	6	6
252	cammy	United Kingdom	women	Once a mindless doll under the control of Shadaloo, Cammy broke free of her brainwashing and joined a Special Forces unit called Delta Red. Her former codename was Killer Bee. She also has a fondness for cats.	I fight for those I want to protect!	For Duty	She is an MI6 operative for the British government.	yes	yes	25-34	masters	both	both	yes	yes	daily	often	often	Tamil	English	Hindi	no	Male	Male	Indian	Indian	India	Indian	this survey is very nice.	6	3	7	7	6	4	5	3	2	6	5	6	3	5	2	7	6	6	6	7	6	7	6	6	7	6	6
252	f_a_n_g	China	men	Rounding off the quartet of new combatants in Street Fighter V is F.A.N.G. This assassin works for Shadaloo as M. Bison’s second in command.	Two minutes! I'll finish you in two minutes!	For Duty	He is the second-in-command of Shadaloo, ranking only below M. Bison in the hierarchy.	yes	yes	25-34	masters	both	both	yes	yes	daily	often	often	Tamil	English	Hindi	no	Male	Male	Indian	Indian	India	Indian	this survey is very nice.	4	4	6	5	7	3	3	4	1	7	4	3	6	6	3	6	7	6	6	7	6	6	6	6	6	6	7
252	balrog	United States of America	men	As one of the four kings of Shadaloo, Balrog is a remorseless boxer who loves money, women, and bourbon. As long as Shadaloo continue to provide him with all three, he will fight for them.	There's no escape!	For Duty	He is a greedy American boxer and personal bodyguard to M. Bison.	yes	yes	25-34	masters	both	both	yes	yes	daily	often	often	Tamil	English	Hindi	no	Male	Male	Indian	Indian	India	Indian	this survey is very nice.	5	3	7	7	7	5	4	3	3	6	2	6	2	4	2	6	6	7	6	7	7	6	3	6	6	7	5
252	birdie	United Kingdom	men	With a history that dates back to the original Street Fighter, Birdie’s appearance has changed dramatically over the years. He’s gone from being a muscular brute in the Alpha series to a beer bellied glutton in Street Fighter V.	Oi! It ain't too late to run home to Mum, now!	Antisocial	He is a hulking black British punk rocker who fights using chains.	yes	yes	25-34	masters	both	both	yes	yes	daily	often	often	Tamil	English	Hindi	no	Male	Male	Indian	Indian	India	Indian	this survey is very nice.	6	3	4	5	7	4	3	4	2	6	5	5	3	6	6	5	6	6	6	6	6		5	5	6	7	5
338	dragunov	Russia	men	Sergei Dragunov entered the King of Iron Fist Tournament on army orders. At the designated arena of his first match, a woman appeared before him. There was something strangely familiar about her… It didn't take Dragunov long to figure out who she was, and he wasted no time in readying himself for combat.	…	For Duty	He is a Russian Spetsnaz soldier.	yes	yes	35-44	bachelors	no	no	yes	yes	infrequent	no	occasionally	English	N/A	N/A	n/a	Female	Female	White	White	American	US American	Good Luck in your study!	3	5	3	6	1	2	3	2	5	3	6	5	3	3	1	5	3	7	6	3	5	2	2	6	1	1	2
338	menat	Egypt	women	Making her Street Fighter debut, Menat is the apprentice of a famous fortune-teller. She fights with a crystal sphere that she controls with her soul power.	Have you considered your destiny? Do you believe in fate?	For a Female	She is the Soul Power wielding apprentice of Rose.	yes	yes	35-44	bachelors	no	no	yes	yes	infrequent	no	occasionally	English	N/A	N/A	n/a	Female	Female	White	White	American	US American	Good Luck in your study!	3	1	7	7	1	5	3	2	3	7	2	3	1	3	1	5	5	6	3	6	7	5	1	7	5	2	2
338	king	Mexico	men	King is not only a masked professional wrestler, but also the proud owner of an orphanage. Recently, King's sworn friend and comrade, Craig Marduk, as well as the man King called his master, both engaged in a bloody fight which left them with critical injuries. King desperately wanted to come to his friends' rescue, but knew that their operations wouldn't come cheap. At the same time, King's orphanage was in constant danger owing to the war that raged between G Corporation and the Mishima Zaibatsu. Finding himself caught between a rock and a hard place, King entered the King of Iron Fist Tournament with his eyes set firmly on the cash prize.	Let's do this.	Save the World	He is a Catholic priest who became a masked wrestler in order to support an orphanage.	yes	yes	35-44	bachelors	no	no	yes	yes	infrequent	no	occasionally	English	N/A	N/A	n/a	Female	Female	White	White	American	US American	Good Luck in your study!	3	2	5	5	2	7	6	6	5	7	1	2	3	6	3	6	5	2	2	6	5	2	3	5	1	1	2
338	kazuya	Japan	men	Kazuya was raised as the heir to the Mishima Zaibatsu, but rebelled against his father Heihachi. After awakening the power of the devil within him, he's finally able to control it.	It's time for you to meet your end!	For a Male	He seeks to take revenge against his father for having thrown him down a cliff years prior.	yes	yes	35-44	bachelors	no	no	yes	yes	infrequent	no	occasionally	English	N/A	N/A	n/a	Female	Female	White	White	American	US American	Good Luck in your study!	2	5	3	3	1	3	6	3	5	2	7	7	5	5	3	1	1	6	5	1	3	3	5	3	1	1	1
338	f_a_n_g	China	men	Rounding off the quartet of new combatants in Street Fighter V is F.A.N.G. This assassin works for Shadaloo as M. Bison’s second in command.	Two minutes! I'll finish you in two minutes!	For Duty	He is the second-in-command of Shadaloo, ranking only below M. Bison in the hierarchy.	yes	yes	35-44	bachelors	no	no	yes	yes	infrequent	no	occasionally	English	N/A	N/A	n/a	Female	Female	White	White	American	US American	Good Luck in your study!	2	6	3	2	1	7	5	7	6	1	7	6	7	2	2	2	2	2	1	2	1	7	6	3	1	1	1
504	kazumi	Japan	women	Kazumi Mishima, wife of Heihachi Mishima, is well versed in Hachijyo Karate. She was childhood friends with her husband Heihachi and eventually they fell in love. Through their love they birthed a healthy young boy. Fast forward a few years later, Heihachi would become the head of a huge organization called the Mishima Zaibatsu, with plans to conquer the world. Kazumi loved Heihachi unconditionally, but at the same time he was beginning to feel dangerous. In this state, Heihachi threw the world into a war and Kazumi took it upon herself to stop him.	I will teach you the meaning of fear.	Save the World	She married to Heihachi because her clan foresaw his attempted world domination in the future and sent her to kill him.	yes	yes	25-34	some_college	both	tk7	yes	yes	weekly	occasionally	often	English	Tamil	Hindi	NILL	Male	Male	Asian	Asian	Indian	Indian	NILL	5	3	5	6	2	4	2	4	1	5	5	2	2	6	1	5	7	6	6	7	5	6	3	7	5	4	6
504	ibuki	Japan	women	First appearing in Street Fighter III: New Generation, Ibuki is a Japanese kunoichi and highschool student. She finds her ninja training tedious, preferring to slack off with her pet racoon dog, Don-chan.	I will finish this in no time!	For Duty	She is a young ninja-in-training from an ancient clan that would rather live a normal life of a modern Japanese teenager.	yes	yes	25-34	some_college	both	tk7	yes	yes	weekly	occasionally	often	English	Tamil	Hindi	NILL	Male	Male	Asian	Asian	Indian	Indian	NILL	5	2	5	6	1	3	5	3	2	4	5	3	2	6	2	6	6	5	6	6	5	6	2	6	5	2	2
504	josie	Philippines	women	Josie Rizal tried her best to support her family by balancing two jobs. One as a model, and one as a professional kickboxer. One day, while she was out running on her usual training course along the mountain roads, she was suddenly confronted by an enormous, hairy creature! Josie screamed, and then fled half in tears, but the creature remained hot on her heels. Realizing she had little chance of escape, Josie abruptly came to a halt, then turned trembling, to face her feral foe…	I got this!	For a Male	She reluctantly agrees to her parents expectations and train Kickboxing.	yes	yes	25-34	some_college	both	tk7	yes	yes	weekly	occasionally	often	English	Tamil	Hindi	NILL	Male	Male	Asian	Asian	Indian	Indian	NILL	5	2	7	6	2	2	2	1	3	5	5	3	2	5	1	4	5	7	5	5	6	6	2	7	5	2	2
504	law	United States of America	men	Preoccupied with paying off his son's debts, Marshall Law didn't realize how many of his students had quit his dojo until it was almost too late. With a large sum still to repay, Law was running out of ideas. As a last resort, he decided to search for a capable fighter to run the dojo. He asked his friend Paul if he knew anyone, and in his usual manner, Paul said he himself would be the perfect candidate. However, thinking that the dojo would go bust in half a day if Paul took control, Law politely refused. Instead, he put the word out that if any strong fighters wanted to try out for the job, they should come and prove their skills in combat. Challenger after challenger appeared, but none of them were good enough for Law. Then, one day, Law heard a rumor that a martial artist living in rural China was set to be the next God Fist master. Seeing this as his best chance yet, Law set off for his ancestral homeland.	There's gotta be some way i can make some money off this!	Dominance	He enters the first King of Iron Fist Tournament in hopes of opening his own dojo with the winnings.	yes	yes	25-34	some_college	both	tk7	yes	yes	weekly	occasionally	often	English	Tamil	Hindi	NILL	Male	Male	Asian	Asian	Indian	Indian	NILL	4	2	5	6	5	2	2	7	3	6	1	1	2	5	3	6	6	1	6	7	5	5	2	6	7	4	3
